序号,来源Sheet,单元格地址,公式内容,当前计算值,值类型
5646,抖动计算,H47,"=IF(OR(G$19=""TEN"",H$19=""TEN""),$U$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*SIN(对齐度计算!$AP30/180*PI()),对齐度计算!AV30)",-13.112060041572455,数值
5647,抖动计算,I47,"=IF(OR(I$19=""TEN"",J$19=""TEN""),$T$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*COS(对齐度计算!$AP30/180*PI()),对齐度计算!AW30)",264.2757020506519,数值
5648,抖动计算,J47,"=IF(OR(I$19=""TEN"",J$19=""TEN""),$U$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*SIN(对齐度计算!$AP30/180*PI()),对齐度计算!AX30)",77.35076583131635,数值
5649,抖动计算,K47,"=IF(OR(K$19=""TEN"",L$19=""TEN""),$T$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*COS(对齐度计算!$AP30/180*PI()),对齐度计算!AY30)",165.59260113561186,数值
5650,抖动计算,L47,"=IF(OR(K$19=""TEN"",L$19=""TEN""),$U$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*SIN(对齐度计算!$AP30/180*PI()),对齐度计算!AZ30)",-22.314406964255753,数值
5651,抖动计算,M47,"=IF(OR(M$19=""TEN"",N$19=""TEN""),$T$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*COS(对齐度计算!$AP30/180*PI()),对齐度计算!BA30)",,空
5652,抖动计算,N47,"=IF(OR(M$19=""TEN"",N$19=""TEN""),$U$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*SIN(对齐度计算!$AP30/180*PI()),对齐度计算!BB30)",,空
5653,抖动计算,O47,"=IF(OR(O$19=""TEN"",P$19=""TEN""),$T$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*COS(对齐度计算!$AP30/180*PI()),对齐度计算!BC30)",,空
5654,抖动计算,P47,"=IF(OR(O$19=""TEN"",P$19=""TEN""),$U$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*SIN(对齐度计算!$AP30/180*PI()),对齐度计算!BD30)",,空
5655,抖动计算,Q47,"=IF(OR(Q$19=""TEN"",R$19=""TEN""),$T$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*COS(对齐度计算!$AP30/180*PI()),对齐度计算!BE30)",,空
5656,抖动计算,R47,"=IF(OR(Q$19=""TEN"",R$19=""TEN""),$U$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*SIN(对齐度计算!$AP30/180*PI()),对齐度计算!BF30)",,空
5657,抖动计算,S47,"=IF(OR(S$19=""TEN"",T$19=""TEN""),$T$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*COS(对齐度计算!$AP30/180*PI()),对齐度计算!BG30)",,空
5658,抖动计算,T47,"=IF(OR(S$19=""TEN"",T$19=""TEN""),$U$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*SIN(对齐度计算!$AP30/180*PI()),对齐度计算!BH30)",,空
5659,抖动计算,U47,"=IF(OR(U$19=""TEN"",V$19=""TEN""),$T$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*COS(对齐度计算!$AP30/180*PI()),对齐度计算!BI30)",,空
5660,抖动计算,V47,"=IF(OR(U$19=""TEN"",V$19=""TEN""),$U$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*SIN(对齐度计算!$AP30/180*PI()),对齐度计算!BJ30)",,空
5661,抖动计算,W47,"=IF(OR(W$19=""TEN"",X$19=""TEN""),$AN$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*COS(对齐度计算!$AP30/180*PI()),对齐度计算!AQ30)",-11.200307459517006,数值
5662,抖动计算,X47,"=IF(OR(W$19=""TEN"",X$19=""TEN""),$AO$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*SIN(对齐度计算!$AP30/180*PI()),对齐度计算!AR30)",-63.520100069287416,数值
5663,抖动计算,Y47,"=IF(OR(Y$19=""TEN"",Z$19=""TEN""),$AN$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*COS(对齐度计算!$AP30/180*PI()),对齐度计算!AS30)",232.744202847659,数值
5664,抖动计算,Z47,"=IF(OR(Y$19=""TEN"",Z$19=""TEN""),$AO$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*SIN(对齐度计算!$AP30/180*PI()),对齐度计算!AT30)",-93.03942483735403,数值
5665,抖动计算,AA47,"=IF(OR(AA$19=""TEN"",AB$19=""TEN""),$AN$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*COS(对齐度计算!$AP30/180*PI()),对齐度计算!AU30)",289.2798155242898,数值
5666,抖动计算,AB47,"=IF(OR(AA$19=""TEN"",AB$19=""TEN""),$AO$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*SIN(对齐度计算!$AP30/180*PI()),对齐度计算!AV30)",-13.112060041572455,数值
5667,抖动计算,AC47,"=IF(OR(AC$19=""TEN"",AD$19=""TEN""),$AN$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*COS(对齐度计算!$AP30/180*PI()),对齐度计算!AW30)",264.2757020506519,数值
5668,抖动计算,AD47,"=IF(OR(AC$19=""TEN"",AD$19=""TEN""),$AO$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*SIN(对齐度计算!$AP30/180*PI()),对齐度计算!AX30)",77.35076583131635,数值
5669,抖动计算,AE47,"=IF(OR(AE$19=""TEN"",AF$19=""TEN""),$AN$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*COS(对齐度计算!$AP30/180*PI()),对齐度计算!AY30)",165.7040108541563,数值
5670,抖动计算,AF47,"=IF(OR(AE$19=""TEN"",AF$19=""TEN""),$AO$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*SIN(对齐度计算!$AP30/180*PI()),对齐度计算!AZ30)",-24.83238410743701,数值
5671,抖动计算,AG47,"=IF(OR(AG$19=""TEN"",AH$19=""TEN""),$AN$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*COS(对齐度计算!$AP30/180*PI()),对齐度计算!BA30)",,空
5672,抖动计算,AH47,"=IF(OR(AG$19=""TEN"",AH$19=""TEN""),$AO$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*SIN(对齐度计算!$AP30/180*PI()),对齐度计算!BB30)",,空
5673,抖动计算,AI47,"=IF(OR(AI$19=""TEN"",AJ$19=""TEN""),$AN$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*COS(对齐度计算!$AP30/180*PI()),对齐度计算!BC30)",,空
5674,抖动计算,AJ47,"=IF(OR(AI$19=""TEN"",AJ$19=""TEN""),$AO$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*SIN(对齐度计算!$AP30/180*PI()),对齐度计算!BD30)",,空
5675,抖动计算,AK47,"=IF(OR(AK$19=""TEN"",AL$19=""TEN""),$AN$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*COS(对齐度计算!$AP30/180*PI()),对齐度计算!BE30)",,空
5676,抖动计算,AL47,"=IF(OR(AK$19=""TEN"",AL$19=""TEN""),$AO$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*SIN(对齐度计算!$AP30/180*PI()),对齐度计算!BF30)",,空
5677,抖动计算,AM47,"=IF(OR(AM$19=""TEN"",AN$19=""TEN""),$AN$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*COS(对齐度计算!$AP30/180*PI()),对齐度计算!BG30)",,空
5678,抖动计算,AN47,"=IF(OR(AM$19=""TEN"",AN$19=""TEN""),$AO$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*SIN(对齐度计算!$AP30/180*PI()),对齐度计算!BH30)",,空
5679,抖动计算,AO47,"=IF(OR(AO$19=""TEN"",AP$19=""TEN""),$AN$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*COS(对齐度计算!$AP30/180*PI()),对齐度计算!BI30)",,空
5680,抖动计算,AP47,"=IF(OR(AO$19=""TEN"",AP$19=""TEN""),$AO$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*SIN(对齐度计算!$AP30/180*PI()),对齐度计算!BJ30)",,空
5681,抖动计算,AQ47,"=IF(OR(AQ$19=""TEN"",AR$19=""TEN""),$BH$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*COS(对齐度计算!$AP30/180*PI()),对齐度计算!AQ30)",-11.200307459517006,数值
5682,抖动计算,AR47,"=IF(OR(AQ$19=""TEN"",AR$19=""TEN""),$BI$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*SIN(对齐度计算!$AP30/180*PI()),对齐度计算!AR30)",-63.520100069287416,数值
5683,抖动计算,AS47,"=IF(OR(AS$19=""TEN"",AT$19=""TEN""),$BH$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*COS(对齐度计算!$AP30/180*PI()),对齐度计算!AS30)",232.744202847659,数值
5684,抖动计算,AT47,"=IF(OR(AS$19=""TEN"",AT$19=""TEN""),$BI$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*SIN(对齐度计算!$AP30/180*PI()),对齐度计算!AT30)",-93.03942483735403,数值
5685,抖动计算,AU47,"=IF(OR(AU$19=""TEN"",AV$19=""TEN""),$BH$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*COS(对齐度计算!$AP30/180*PI()),对齐度计算!AU30)",289.2798155242898,数值
5686,抖动计算,AV47,"=IF(OR(AU$19=""TEN"",AV$19=""TEN""),$BI$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*SIN(对齐度计算!$AP30/180*PI()),对齐度计算!AV30)",-13.112060041572455,数值
5687,抖动计算,AW47,"=IF(OR(AW$19=""TEN"",AX$19=""TEN""),$BH$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*COS(对齐度计算!$AP30/180*PI()),对齐度计算!AW30)",264.2757020506519,数值
5688,抖动计算,AX47,"=IF(OR(AW$19=""TEN"",AX$19=""TEN""),$BI$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*SIN(对齐度计算!$AP30/180*PI()),对齐度计算!AX30)",77.35076583131635,数值
5689,抖动计算,AY47,"=IF(OR(AY$19=""TEN"",AZ$19=""TEN""),$BH$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*COS(对齐度计算!$AP30/180*PI()),对齐度计算!AY30)",165.67925929080604,数值
5690,抖动计算,AZ47,"=IF(OR(AY$19=""TEN"",AZ$19=""TEN""),$BI$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*SIN(对齐度计算!$AP30/180*PI()),对齐度计算!AZ30)",-27.3803889555498,数值
5691,抖动计算,BA47,"=IF(OR(BA$19=""TEN"",BB$19=""TEN""),$BH$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*COS(对齐度计算!$AP30/180*PI()),对齐度计算!BA30)",,空
5692,抖动计算,BB47,"=IF(OR(BA$19=""TEN"",BB$19=""TEN""),$BI$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*SIN(对齐度计算!$AP30/180*PI()),对齐度计算!BB30)",,空
5693,抖动计算,BC47,"=IF(OR(BC$19=""TEN"",BD$19=""TEN""),$BH$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*COS(对齐度计算!$AP30/180*PI()),对齐度计算!BC30)",,空
5694,抖动计算,BD47,"=IF(OR(BC$19=""TEN"",BD$19=""TEN""),$BI$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*SIN(对齐度计算!$AP30/180*PI()),对齐度计算!BD30)",,空
5695,抖动计算,BE47,"=IF(OR(BE$19=""TEN"",BF$19=""TEN""),$BH$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*COS(对齐度计算!$AP30/180*PI()),对齐度计算!BE30)",,空
5696,抖动计算,BF47,"=IF(OR(BE$19=""TEN"",BF$19=""TEN""),$BI$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*SIN(对齐度计算!$AP30/180*PI()),对齐度计算!BF30)",,空
5697,抖动计算,BG47,"=IF(OR(BG$19=""TEN"",BH$19=""TEN""),$BH$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*COS(对齐度计算!$AP30/180*PI()),对齐度计算!BG30)",,空
5698,抖动计算,BH47,"=IF(OR(BG$19=""TEN"",BH$19=""TEN""),$BI$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*SIN(对齐度计算!$AP30/180*PI()),对齐度计算!BH30)",,空
5699,抖动计算,BI47,"=IF(OR(BI$19=""TEN"",BJ$19=""TEN""),$BH$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*COS(对齐度计算!$AP30/180*PI()),对齐度计算!BI30)",,空
5700,抖动计算,BJ47,"=IF(OR(BI$19=""TEN"",BJ$19=""TEN""),$BI$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*SIN(对齐度计算!$AP30/180*PI()),对齐度计算!BJ30)",,空
5701,抖动计算,BK47,"=IF(OR(BK$19=""TEN"",BL$19=""TEN""),$CB$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*COS(对齐度计算!$AP30/180*PI()),对齐度计算!AQ30)",-11.200307459517006,数值
5702,抖动计算,BL47,"=IF(OR(BK$19=""TEN"",BL$19=""TEN""),$CC$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*SIN(对齐度计算!$AP30/180*PI()),对齐度计算!AR30)",-63.520100069287416,数值
5703,抖动计算,BM47,"=IF(OR(BM$19=""TEN"",BN$19=""TEN""),$CB$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*COS(对齐度计算!$AP30/180*PI()),对齐度计算!AS30)",232.744202847659,数值
5704,抖动计算,BN47,"=IF(OR(BM$19=""TEN"",BN$19=""TEN""),$CC$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*SIN(对齐度计算!$AP30/180*PI()),对齐度计算!AT30)",-93.03942483735403,数值
5705,抖动计算,BO47,"=IF(OR(BO$19=""TEN"",BP$19=""TEN""),$CB$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*COS(对齐度计算!$AP30/180*PI()),对齐度计算!AU30)",289.2798155242898,数值
5706,抖动计算,BP47,"=IF(OR(BO$19=""TEN"",BP$19=""TEN""),$CC$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*SIN(对齐度计算!$AP30/180*PI()),对齐度计算!AV30)",-13.112060041572455,数值
5707,抖动计算,BQ47,"=IF(OR(BQ$19=""TEN"",BR$19=""TEN""),$CB$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*COS(对齐度计算!$AP30/180*PI()),对齐度计算!AW30)",264.2757020506519,数值
5708,抖动计算,BR47,"=IF(OR(BQ$19=""TEN"",BR$19=""TEN""),$CC$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*SIN(对齐度计算!$AP30/180*PI()),对齐度计算!AX30)",77.35076583131635,数值
5709,抖动计算,BS47,"=IF(OR(BS$19=""TEN"",BT$19=""TEN""),$CB$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*COS(对齐度计算!$AP30/180*PI()),对齐度计算!AY30)",165.11701106101728,数值
5710,抖动计算,BT47,"=IF(OR(BS$19=""TEN"",BT$19=""TEN""),$CC$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*SIN(对齐度计算!$AP30/180*PI()),对齐度计算!AZ30)",-33.09922329569564,数值
5711,抖动计算,BU47,"=IF(OR(BU$19=""TEN"",BV$19=""TEN""),$CB$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*COS(对齐度计算!$AP30/180*PI()),对齐度计算!BA30)",,空
5712,抖动计算,BV47,"=IF(OR(BU$19=""TEN"",BV$19=""TEN""),$CC$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*SIN(对齐度计算!$AP30/180*PI()),对齐度计算!BB30)",,空
5713,抖动计算,BW47,"=IF(OR(BW$19=""TEN"",BX$19=""TEN""),$CB$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*COS(对齐度计算!$AP30/180*PI()),对齐度计算!BC30)",,空
5714,抖动计算,BX47,"=IF(OR(BW$19=""TEN"",BX$19=""TEN""),$CC$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*SIN(对齐度计算!$AP30/180*PI()),对齐度计算!BD30)",,空
5715,抖动计算,BY47,"=IF(OR(BY$19=""TEN"",BZ$19=""TEN""),$CB$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*COS(对齐度计算!$AP30/180*PI()),对齐度计算!BE30)",,空
5716,抖动计算,BZ47,"=IF(OR(BY$19=""TEN"",BZ$19=""TEN""),$CC$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*SIN(对齐度计算!$AP30/180*PI()),对齐度计算!BF30)",,空
5717,抖动计算,CA47,"=IF(OR(CA$19=""TEN"",CB$19=""TEN""),$CB$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*COS(对齐度计算!$AP30/180*PI()),对齐度计算!BG30)",,空
5718,抖动计算,CB47,"=IF(OR(CA$19=""TEN"",CB$19=""TEN""),$CC$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*SIN(对齐度计算!$AP30/180*PI()),对齐度计算!BH30)",,空
5719,抖动计算,CC47,"=IF(OR(CC$19=""TEN"",CD$19=""TEN""),$CB$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*COS(对齐度计算!$AP30/180*PI()),对齐度计算!BI30)",,空
5720,抖动计算,CD47,"=IF(OR(CC$19=""TEN"",CD$19=""TEN""),$CC$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*SIN(对齐度计算!$AP30/180*PI()),对齐度计算!BJ30)",,空
5721,抖动计算,C48,"=IF(OR(C$19=""TEN"",D$19=""TEN""),$T$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*COS(对齐度计算!$AP31/180*PI()),对齐度计算!AQ31)",-1.1853311301240899e-14,数值
5722,抖动计算,D48,"=IF(OR(C$19=""TEN"",D$19=""TEN""),$U$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*SIN(对齐度计算!$AP31/180*PI()),对齐度计算!AR31)",-64.5,数值
5723,抖动计算,E48,"=IF(OR(E$19=""TEN"",F$19=""TEN""),$T$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*COS(对齐度计算!$AP31/180*PI()),对齐度计算!AS31)",237.78,数值
5724,抖动计算,F48,"=IF(OR(E$19=""TEN"",F$19=""TEN""),$U$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*SIN(对齐度计算!$AP31/180*PI()),对齐度计算!AT31)",-93.48,数值
5725,抖动计算,G48,"=IF(OR(G$19=""TEN"",H$19=""TEN""),$T$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*COS(对齐度计算!$AP31/180*PI()),对齐度计算!AU31)",296.0,数值
5726,抖动计算,H48,"=IF(OR(G$19=""TEN"",H$19=""TEN""),$U$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*SIN(对齐度计算!$AP31/180*PI()),对齐度计算!AV31)",-13.700000000000003,数值
5727,抖动计算,I48,"=IF(OR(I$19=""TEN"",J$19=""TEN""),$T$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*COS(对齐度计算!$AP31/180*PI()),对齐度计算!AW31)",274.0,数值
5728,抖动计算,J48,"=IF(OR(I$19=""TEN"",J$19=""TEN""),$U$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*SIN(对齐度计算!$AP31/180*PI()),对齐度计算!AX31)",76.5,数值
5729,抖动计算,K48,"=IF(OR(K$19=""TEN"",L$19=""TEN""),$T$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*COS(对齐度计算!$AP31/180*PI()),对齐度计算!AY31)",171.87866516715474,数值
5730,抖动计算,L48,"=IF(OR(K$19=""TEN"",L$19=""TEN""),$U$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*SIN(对齐度计算!$AP31/180*PI()),对齐度计算!AZ31)",-22.86436630521382,数值
5731,抖动计算,M48,"=IF(OR(M$19=""TEN"",N$19=""TEN""),$T$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*COS(对齐度计算!$AP31/180*PI()),对齐度计算!BA31)",,空
5732,抖动计算,N48,"=IF(OR(M$19=""TEN"",N$19=""TEN""),$U$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*SIN(对齐度计算!$AP31/180*PI()),对齐度计算!BB31)",,空
5733,抖动计算,O48,"=IF(OR(O$19=""TEN"",P$19=""TEN""),$T$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*COS(对齐度计算!$AP31/180*PI()),对齐度计算!BC31)",,空
5734,抖动计算,P48,"=IF(OR(O$19=""TEN"",P$19=""TEN""),$U$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*SIN(对齐度计算!$AP31/180*PI()),对齐度计算!BD31)",,空
5735,抖动计算,Q48,"=IF(OR(Q$19=""TEN"",R$19=""TEN""),$T$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*COS(对齐度计算!$AP31/180*PI()),对齐度计算!BE31)",,空
5736,抖动计算,R48,"=IF(OR(Q$19=""TEN"",R$19=""TEN""),$U$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*SIN(对齐度计算!$AP31/180*PI()),对齐度计算!BF31)",,空
5737,抖动计算,S48,"=IF(OR(S$19=""TEN"",T$19=""TEN""),$T$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*COS(对齐度计算!$AP31/180*PI()),对齐度计算!BG31)",,空
5738,抖动计算,T48,"=IF(OR(S$19=""TEN"",T$19=""TEN""),$U$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*SIN(对齐度计算!$AP31/180*PI()),对齐度计算!BH31)",,空
5739,抖动计算,U48,"=IF(OR(U$19=""TEN"",V$19=""TEN""),$T$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*COS(对齐度计算!$AP31/180*PI()),对齐度计算!BI31)",,空
5740,抖动计算,V48,"=IF(OR(U$19=""TEN"",V$19=""TEN""),$U$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*SIN(对齐度计算!$AP31/180*PI()),对齐度计算!BJ31)",,空
5741,抖动计算,W48,"=IF(OR(W$19=""TEN"",X$19=""TEN""),$AN$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*COS(对齐度计算!$AP31/180*PI()),对齐度计算!AQ31)",-1.1853311301240899e-14,数值
5742,抖动计算,X48,"=IF(OR(W$19=""TEN"",X$19=""TEN""),$AO$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*SIN(对齐度计算!$AP31/180*PI()),对齐度计算!AR31)",-64.5,数值
5743,抖动计算,Y48,"=IF(OR(Y$19=""TEN"",Z$19=""TEN""),$AN$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*COS(对齐度计算!$AP31/180*PI()),对齐度计算!AS31)",237.78,数值
5744,抖动计算,Z48,"=IF(OR(Y$19=""TEN"",Z$19=""TEN""),$AO$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*SIN(对齐度计算!$AP31/180*PI()),对齐度计算!AT31)",-93.48,数值
5745,抖动计算,AA48,"=IF(OR(AA$19=""TEN"",AB$19=""TEN""),$AN$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*COS(对齐度计算!$AP31/180*PI()),对齐度计算!AU31)",296.0,数值
5746,抖动计算,AB48,"=IF(OR(AA$19=""TEN"",AB$19=""TEN""),$AO$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*SIN(对齐度计算!$AP31/180*PI()),对齐度计算!AV31)",-13.700000000000003,数值
5747,抖动计算,AC48,"=IF(OR(AC$19=""TEN"",AD$19=""TEN""),$AN$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*COS(对齐度计算!$AP31/180*PI()),对齐度计算!AW31)",274.0,数值
5748,抖动计算,AD48,"=IF(OR(AC$19=""TEN"",AD$19=""TEN""),$AO$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*SIN(对齐度计算!$AP31/180*PI()),对齐度计算!AX31)",76.5,数值
5749,抖动计算,AE48,"=IF(OR(AE$19=""TEN"",AF$19=""TEN""),$AN$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*COS(对齐度计算!$AP31/180*PI()),对齐度计算!AY31)",171.9900748856992,数值
5750,抖动计算,AF48,"=IF(OR(AE$19=""TEN"",AF$19=""TEN""),$AO$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*SIN(对齐度计算!$AP31/180*PI()),对齐度计算!AZ31)",-25.38234344839508,数值
5751,抖动计算,AG48,"=IF(OR(AG$19=""TEN"",AH$19=""TEN""),$AN$4+VLOOKUP(""TEN"", 对齐度计算!$G$4:$L$13, 6, FALSE)/2*COS(对齐度计算!$AP31/180*PI()),对齐度计算!BA31)",,空
